x1,x2,x3,x4,x5,x6,target
-33830.95758,477.2083094,-30.15731474,-6.637222506,29.78510695,-29.94428675,0
-33937.43401,490.8174849,-47.60868343,8.447140268,-2.867652895,6.908199178,0
-28457.07941,-61.58768865,8.031100963,-27.3093705,-8.599413082,-23.71621236,0
-31175.70129,257.2538836,-10.58152012,-9.922870045,14.18358221,-9.45575536,0
-5909.693099,-290.3149375,18.14767803,-3.907594428,10.1629686,22.0984212,1
-32439.81175,382.3673681,-30.17105725,0.453968502,5.657409125,7.660147169,0
-33877.89117,496.1616317,-43.76491193,10.03123396,4.152222405,2.040279608,0
-14302.77322,-164.5584523,23.88645753,-2.965040264,4.924350776,8.884006002,0
-32883.83967,409.8936821,-21.59481916,11.90966169,-3.721979256,-0.024211009,0
-33506.54471,430.3461572,-37.36713774,2.4722277,-4.605083916,7.405877693,0
-34130.51307,537.5746596,-54.34580367,19.76281747,-0.53229604,7.087590722,0
-33605.46544,444.0254524,-33.66994161,5.244331554,-3.381672032,-1.448362119,0
-32343.97273,338.3838144,-23.09097065,5.516589683,-14.00374433,6.543809611,0
-34130.51307,537.5746596,-54.34580367,19.76281747,-0.53229604,7.087590722,0
62913.92777,-1703.257487,134.7765627,58.9505907,-80.07036665,-11.23424454,0
-31197.49096,172.8864426,-6.762990284,-32.77018327,12.38426448,-15.31533989,0
-9350.979984,-540.6834975,26.66622408,-13.16840878,-9.533043152,26.81263184,1
-33878.79666,488.8292969,-41.49544514,12.54109184,-2.572823241,2.120459192,0
-32005.44197,282.0118824,-18.37055135,-6.133066216,-3.359316063,-8.043134718,0
20340.25935,-1230.038516,75.47422151,-22.91753045,40.93518409,-25.49169685,0
-34130.52966,539.7270293,-55.13991337,19.77799654,-0.475624451,6.545861554,0
22048.93795,-372.5015257,71.49264725,29.1702724,-4.131652148,-6.461847803,0
101102.2409,-560.4058561,86.73988754,-12.02888163,29.22841953,70.31207931,0
-34081.16601,519.0366193,-49.32058159,11.78566573,0.18295262,4.736992627,0
-30153.37044,263.2446691,6.430232559,12.36518107,1.697904948,-24.09014546,0
-34038.79435,499.818867,-45.13699771,4.372572816,-2.134831772,1.591287486,0
-7768.403141,-122.8850289,30.93677492,27.72232341,-21.41830159,0.543879994,0
-28505.20728,237.8677679,-10.86683191,0.835912911,4.707193512,19.77525727,0
-31844.65186,322.9396,-18.16273566,4.162207051,-3.426382917,-2.0517031,0
-29523.07598,90.45441662,-17.31055927,-25.33520655,2.497787924,0.966681666,0
-32015.30459,361.5861255,-26.57416645,9.662834049,-6.035756815,4.584230056,0
-24980.46723,64.91354015,6.396504263,0.384908528,6.156379408,-6.110822108,0
-20350.92836,-370.8125974,27.64919132,-25.00740739,2.069046883,-22.90689687,1
-13915.51085,-207.1304148,38.22307329,2.634433815,15.58461474,-26.11237892,0
-33796.36389,460.8099748,-41.58087999,3.376898314,-5.20982111,6.149446461,0
-32914.66943,281.2514589,-14.89720459,-20.7018257,-14.41995093,-20.60535224,0
-34013.16856,457.7257873,-44.34153371,-26.04688783,-17.57442817,-2.919255997,0
-23621.63342,-455.4844626,0.866914948,-64.60481974,-16.97482085,21.83657249,0
-23786.50943,-342.5713223,20.61886931,-25.55243559,-46.62150485,-13.37065069,1
-34002.15225,502.1976477,-47.41896222,10.35069511,-2.569301419,5.886208274,0
-16994.79787,-337.4685417,43.86523071,-21.73499435,21.69162989,-12.16467544,0
-34130.51307,537.5746596,-54.34580367,19.76281747,-0.53229604,7.087590722,0
-31557.90438,362.4198854,-24.45084894,6.178609313,5.595614665,6.895318052,0
-33675.68303,456.7114851,-38.37562575,4.786687758,-0.607263154,5.669486455,0
-34013.81521,505.4585702,-43.99462239,15.1115666,-6.907416722,1.202871176,0
-26633.82967,289.2242744,-7.201776887,23.01732369,-10.9303676,3.512217175,0
-6876.765166,-308.4482261,31.54806935,-21.03920223,19.26887912,56.25737397,0
-33833.14703,482.4546464,-39.99681647,5.285750649,5.428335676,-2.832962522,0
-30324.04566,382.307207,-10.93718529,26.87382214,-14.82628512,1.338558426,0
-33120.11164,431.0322659,-35.47315697,10.13291059,-4.413321093,7.628267202,0
-27138.12097,-120.4965514,35.4341467,-24.41278897,10.55906783,-53.21279019,0
-34099.33645,523.1643904,-49.29039694,12.05285371,-0.101446365,3.370628906,0
-33009.66279,315.3978473,-14.06890878,-31.80948689,22.75476595,-36.41856041,0
-11077.2271,-215.0977435,40.60637289,21.30824705,-32.29330398,15.45187222,0
-31769.73173,331.7235843,-23.00203327,3.47874168,1.630119905,-0.458276095,0
-34083.73962,514.9077048,-47.31489947,8.869735857,-2.675120708,3.759582892,0
-34035.03038,506.7340773,-43.72695796,3.165367494,8.704892288,-12.31390579,0
53638.2467,-1585.298051,84.42532377,-16.56638161,25.44300896,32.59307524,1
-34002.15191,502.0452127,-46.55483402,9.279322317,0.60691127,4.691287533,0
-31770.27246,346.2297687,-26.20519288,1.143275499,-3.697566925,25.50745958,0
-32467.36327,229.4069141,-6.400930804,-41.05222519,16.67979897,-36.11150405,0
-33808.00176,468.6668043,-43.61351292,5.611069655,-3.298908389,5.684272394,0
-33355.91729,426.3192345,-33.36198803,6.394958236,-3.108411475,2.716839776,0
-32576.33162,400.1461269,-30.35785861,8.547489136,-1.665808221,7.268001354,0
-19239.10864,32.01613534,7.484575596,11.95751244,-6.339734588,15.14210246,0
29628.84378,-764.5153302,104.0972591,45.25991844,-44.04454466,-9.108534562,0
-21938.47828,-147.8924616,19.20231446,-10.14050065,2.98990336,-17.69771575,1
-34022.05803,494.6299313,-44.71038421,3.623892859,-2.926281924,1.695915518,1
-34049.04156,491.9096618,-42.49434171,-2.201113363,-7.415427264,0.10341344,0
-32959.46689,403.2568931,-33.2818186,5.482190409,-3.643475186,4.141805732,0
-32781.29137,353.8925226,-26.86695112,-2.253140578,-3.514325446,3.554133215,0
-32616.93055,412.5895498,-30.01339815,10.44385562,-3.304378586,10.92692734,0
-34130.52906,539.5324611,-53.40922248,18.89824765,2.825111127,4.300713533,0
-32817.19559,354.8593916,-27.98936029,-4.412704025,-0.242404778,-3.619514916,0
-19310.65518,-211.2556053,0.912366862,-19.66170575,5.755865314,14.3087259,1
-33252.59368,424.8580892,-33.07081611,7.420050208,-1.746000639,2.521501396,0
-33990.55751,503.9093081,-46.15918643,11.61269957,-1.232057209,5.559509235,0
-32884.89696,351.48521,-14.99408128,-5.144216766,2.836462798,-24.99855376,0
-32866.68495,370.9085573,-25.78561716,4.041516099,-6.465794631,-1.694240807,0
127602.4807,-869.3477529,110.7676481,27.44032101,-11.28937215,73.40684705,0
-31925.5212,394.2275524,-32.04037942,14.15538514,-6.674064384,14.79480321,0
-34099.33678,523.2328549,-50.48542252,12.06325557,-0.848782656,4.966300789,1
-34030.45161,505.3546507,-47.95934766,9.322558924,-2.289494302,4.781718315,0
-33280.47699,419.3286366,-25.45546589,3.578770225,8.084006551,-3.133000516,0
-28548.19916,-185.9995618,-13.04347448,-61.54558242,-25.29163454,17.7853489,1
-30651.30213,309.2484851,-18.53477148,4.138405575,-2.887672423,21.28649833,0
-34130.51307,537.5746596,-54.34580367,19.76281747,-0.53229604,7.087590722,0
-33915.98661,453.0441667,-34.88700238,-10.14233649,-6.869285957,-3.428424041,0
-33117.4198,287.5371997,-10.35780266,-39.52106943,5.15309427,-38.64749341,1
-25437.9591,-53.6192112,5.813460086,-18.36440185,11.7227418,-1.988903338,0
-32023.30533,291.6553594,-8.826377252,-4.294307034,3.716556892,-23.11157327,0
56584.53988,-2216.705,182.7258465,17.6515193,11.61518127,-112.2812821,1
-33276.51564,433.4508806,-33.33315759,11.66138403,-5.643981155,2.199268878,0
-32681.77948,358.3414008,-26.20490487,-2.136318757,2.58689617,-0.887808001,0
-33341.7864,420.0130013,-36.29366653,5.607997186,-6.363195651,3.895227153,0
-20179.00781,-238.9671559,10.52093447,-24.29152149,10.39051886,5.390814856,0
-24876.66709,62.03761193,-2.07810947,-0.88979549,-3.620008041,29.29372794,0
154404.6245,-15227.78371,-289.9317187,-880.0503738,-253.1227342,-193.2331009,0
-33545.21825,413.2641471,-31.56928531,-7.83329944,1.27197146,-3.812393551,1
-33071.88015,410.5726509,-35.86756436,3.686609938,-1.725724473,11.52269143,0
-19962.6426,-57.90700661,15.21353988,14.060251,-21.26239597,8.213077976,0
-32287.79979,357.9449421,-19.51431894,-9.010144191,22.42402712,-8.392354293,0
-32720.82941,408.2166005,-27.51718109,12.34451545,-8.226593128,6.022282645,0
-22746.31319,-93.51511162,4.97264358,-18.38130527,-5.211827272,50.41079091,0
-31556.31326,338.0987933,-21.92952966,10.78451831,-10.99943827,7.153331083,0
-33723.18715,463.2747968,-42.99491583,5.704644217,-1.250036428,7.780940912,0
-30148.244,248.3779927,-18.52209766,7.014253167,-10.91333217,6.24848047,0
3154.928357,-883.9618786,65.99510001,-22.3968512,26.01374865,-11.57007498,0
-32687.19974,400.8669921,-22.7451353,15.71840039,-10.69407607,1.440487187,0
59732.57955,-1832.993159,113.9435556,44.44198983,-56.18025292,-27.43730079,0
-32037.83425,237.4992239,-16.60556566,-23.66041112,-1.06075215,-4.297133842,0
-33106.72657,476.3558794,-33.05528736,21.3621803,-5.670679402,3.766905825,0
-34000.19581,485.6370918,-41.29380933,-4.739020895,3.526182404,-12.14925635,0
-18468.25591,-28.73968356,22.62540618,0.594223174,8.2759102,10.92345332,0
-33977.83267,500.8372523,-45.04125996,15.06317773,-9.508010502,5.49817876,0
-33338.62655,411.5227262,-36.95262847,0.838756242,-6.254094156,11.43288091,0
-30762.43144,293.6523743,-2.051585014,0.730801097,18.97638875,-32.93734331,0
-34112.99815,527.1581813,-51.11313726,11.98037838,-0.827214377,4.406428824,0
-19859.82583,-408.5924463,39.73374177,-57.04007064,55.70369746,-40.25031657,1
7776.664624,-351.8959882,68.79061367,35.82451814,-21.42425474,-30.69991952,0
-33270.0462,440.2222031,-37.38718383,12.70661478,-6.519487725,7.929780152,0
-32337.16018,278.9077477,-11.60850434,-4.794927511,-14.23144204,-17.51417869,0
-23086.52683,-152.0283812,34.31568857,-17.93549125,31.99906447,-49.61938242,0
-30737.8375,241.8943564,3.673078017,-4.090475288,19.08618129,-31.04113558,0
-1130.645093,-587.6725477,57.34754059,-7.657894768,38.99386315,-24.64551208,0
-33106.72657,476.3558794,-33.05528736,21.3621803,-5.670679402,3.766905825,0
-32447.43223,398.0330342,-28.54215754,12.59442217,-2.855611718,2.026579001,0
-25179.2204,19.41457637,7.41133931,-6.626574291,8.410391122,-8.312466511,0
-34130.51307,537.5746596,-54.34580367,19.76281747,-0.53229604,7.087590722,0
-33824.36186,465.3713109,-33.40668799,10.34279835,-10.73810307,-1.783915405,0
49771.02049,-1445.458865,105.3241266,-1.783865262,15.81043613,8.869806388,0
-32049.13802,361.3241784,-16.25224232,3.857259777,7.316574879,-9.669339717,0
-28996.01991,109.5207311,8.383452723,-22.90317165,31.76465575,-38.71906385,1
-28803.27284,-434.1362082,46.45805691,-130.2146559,7.468610138,-108.3993812,0
493679.557,-67.84202499,179.2557927,-13.7649313,47.88723764,77.09682898,0
-32452.05369,393.3002482,-28.65058655,11.17846278,-2.853806449,2.830186276,0
-31323.25775,212.5127045,-16.51746789,-11.33037342,-7.433369201,-3.057667038,0
-28914.66743,93.1228462,22.59781474,-19.36013159,35.61489349,-61.59082385,0
-30517.00828,191.5181343,-4.268741292,4.431409648,-19.24852989,-12.79778691,0
-34130.52897,539.3955559,-48.92712817,10.88709535,15.40713207,-16.08658066,0
-28996.01991,109.5207311,8.383452723,-22.90317165,31.76465575,-38.71906385,1
-33385.78177,410.1221047,-28.33107476,3.663430864,-5.634207125,-5.706708742,0
-22289.05766,-89.39094722,19.43334248,-1.133932453,-0.82465932,-15.9571433,1
-20198.25325,-75.80419588,18.60055655,-16.72845564,30.18124677,1.345822064,1
-29411.7404,49.39440681,2.645944829,-24.52983649,3.646909951,-17.32083123,0
-28113.67675,3.139125823,24.59565979,-19.73098595,11.61663028,-52.42805479,0
-33382.8757,412.6186331,-33.18386662,1.752521135,-3.382884428,1.35697312,0
-32018.6663,347.8961701,-20.85855987,6.372727851,-2.422523956,-0.052221323,0
-31987.34189,315.8284825,-21.6774732,0.442855849,-0.661989865,3.011748402,0
13073.44339,-364.4397694,34.56519929,15.30675829,-3.198522097,23.81302661,0
-33855.98015,455.7249158,-41.97802481,-2.16244693,-7.206538968,3.164150787,0
71451.78337,-1563.708993,91.37550472,-36.67529574,64.6680729,43.85146289,1
-30608.39792,349.0020774,-21.29099621,15.4489752,-6.497070262,6.879378364,0
-33514.6803,457.0056756,-37.7849597,10.98541742,-3.937943399,5.036521049,0
-29155.74458,243.215064,-20.80765999,6.314612815,-8.775884458,23.94872872,0
-25710.10407,-5.279492814,12.82756456,-3.126894765,-4.899920377,-11.25134317,0
-32625.76026,378.0764185,-28.76411975,5.091658392,-4.434408476,8.351591568,0
-33143.98032,329.9453693,-23.14538316,-16.10625727,-11.16833002,-12.81770641,0
-27548.07742,-101.7624505,21.66058038,-38.07406477,18.4868452,-49.14692506,0
71570.1792,-1112.162659,52.36804733,1.888803707,18.08982436,70.23786312,0
1292.099575,-1265.658473,64.26933817,-36.58063093,-5.5267415,-22.74934002,1
-31251.91834,277.2075341,-7.118536312,-11.49765309,34.2154385,-28.39022497,0
-30967.79199,270.5332855,-19.75422019,2.985494723,-8.915198621,3.131449755,0
-30431.11772,312.9289326,-3.24582975,9.056535688,11.05431355,-16.88388431,0
-33827.60744,476.0045746,-39.25644729,12.00852204,-7.165284303,1.311017103,0
-32956.9177,386.6612622,-29.27675788,0.770487989,1.027657641,-3.323748717,0
-25051.05294,-72.98009649,20.56358933,-14.20963973,15.5157802,-33.54989768,0
-12820.32181,-333.1068732,28.62681946,-0.567502672,-6.463803363,7.191964371,0
-25430.16042,40.1247368,19.36593812,8.32575543,-16.43212493,-2.486939338,0
-33710.41454,454.6073063,-29.60386897,-7.280581555,21.64896452,-23.97120864,0
43991.49457,-4510.286189,54.27751003,-151.3326155,-171.6560587,41.16957487,0
-14206.21834,-338.5805613,31.91931666,-11.34026596,15.15475912,-12.57507542,1
-24486.21215,32.65579383,2.273367497,-1.019074191,-1.380722776,1.189066352,0
-29438.19006,368.3868731,-13.88177924,19.9819892,-6.04591819,8.353695321,0
-33632.3642,441.0046116,-34.25665973,5.136795724,-5.470796802,-3.981215455,0
-34091.01122,518.9328602,-50.19793769,10.11592468,-1.815363333,4.771609507,0
-30824.67494,326.4822942,-13.99371419,16.59238048,-11.72150073,1.126230914,0
-31419.69617,345.3803371,-24.42004242,5.5195076,2.839876319,5.499860266,0
-33977.83267,500.8372523,-45.04125996,15.06317773,-9.508010502,5.49817876,0
-32756.18038,265.190205,-10.47247417,-37.82858311,15.26134783,-34.49394304,0
-34031.14804,496.6573499,-47.02089397,3.378519195,-4.325476783,4.978321338,0
-25124.16954,277.129228,2.944310566,18.72088226,-3.347068975,7.447007914,0
-30083.64861,34.5034185,-12.00547583,-38.82136522,-12.53337673,13.68883782,0
10592.13729,-595.4522422,65.84472323,34.05341961,-35.72046479,-4.510087259,0
-30510.15572,105.622378,8.340802243,-24.10202296,4.200203523,-44.70225445,1
-8215.476868,-302.9735529,56.96725223,7.292686158,6.07627027,-21.25758287,0
-33689.51715,449.267317,-39.61129206,5.695860454,-8.11785471,3.056722586,0
-29853.69035,340.7199162,-20.33308231,14.50441293,-2.562510286,9.706880049,0
-9749.544231,-274.3082185,44.2450817,9.49762718,-4.135518008,-0.961386185,0
-12061.94749,-670.0558391,33.42171561,-35.11625871,8.25057073,-1.531727809,0
-32935.66639,374.3125438,-18.57451326,12.89621559,-22.15120003,-3.574480185,0
-29538.31996,309.9387844,-12.83062294,15.07165994,-2.360124462,2.148908117,0
-18447.7145,-489.6964483,55.02495313,-27.43705441,17.44201961,-57.38420004,1
26277.0858,-1495.751136,90.9803416,18.51911325,-81.40927325,53.62585403,1
-24852.10637,127.8468226,-3.456058493,3.890386562,0.363822419,3.652465268,1
-29198.53439,215.6753988,-11.00625297,4.219226481,-0.346050395,-1.693634936,0
-30780.23286,349.573642,-18.43070221,14.72625699,-3.608934976,-1.881834661,0
43627.12742,-1125.291778,127.8295481,53.68495463,-43.76889134,-31.34053707,0
-34003.28301,507.2416368,-47.72825551,11.98913634,-1.228409675,6.145790606,0
-29267.28242,160.9180331,1.541746219,6.006787796,-14.85106255,-6.917905108,0
-16909.13471,212.9234875,0.888000819,10.6921729,-3.184085032,26.5086693,0
397543.2493,-8008.03388,203.929564,152.7696649,-268.2912117,169.7112739,1
-31710.91596,352.2863466,-33.17126536,2.254249275,3.292528553,11.40528386,0
-24139.74111,47.20715767,0.095333015,-3.190293828,4.603788816,17.80766783,0
-31603.16384,321.7692593,-19.16986014,4.385751071,0.157319566,1.482801702,0
-34035.03061,506.8980907,-47.93010208,10.09907264,-2.61948993,5.334331068,0
-10669.15827,-499.3328627,77.30555052,-33.78991759,84.33855585,-84.14432658,0
-29488.40777,202.4850235,-4.291610291,7.680303128,-9.795412716,-9.619210682,0
-32567.48979,404.2266926,-23.12613025,6.144946602,7.292369727,-11.83727085,0
184645.665,-894.8447549,132.8754081,14.51680176,35.08606769,28.94469968,0
-33372.95042,404.9372655,-31.30199197,3.280626965,-12.62845761,1.802808818,0
-25860.00202,92.97051301,-4.211264815,-1.570012524,2.823910979,4.070630246,0
-33766.71886,461.1028519,-41.43046102,4.558180332,-3.51676901,6.686033814,0
2683.639405,-1250.849733,97.23868009,8.910102199,-101.0757704,-9.542483753,0
-32298.74981,316.9093255,-22.74688385,-3.857457058,-5.576302696,5.731448009,0
-29272.74138,149.0221327,-7.987964748,-7.155571716,1.31188335,0.209732852,0
-33388.07351,445.4784265,-37.37305368,10.23713951,-4.39805643,5.476188024,0
-15618.98351,-267.1076478,26.69659925,-6.913214349,8.859760551,-17.23213361,0
-32962.5042,467.6071884,-35.02397966,14.69304705,2.439013735,3.805378635,0
-13274.25365,-100.366403,28.76323431,2.928434431,14.42335544,-6.334708507,0
-25653.87514,59.19113716,16.71904458,-13.13592315,35.5237986,-44.51587141,1
-32333.42254,334.9995237,-21.55225557,-6.568067027,8.71082004,-12.88482077,0
-32452.05385,393.2678883,-29.18510406,10.07906502,-0.748703587,3.124568467,0
-30880.38345,250.6443278,-20.93778831,-3.845753518,-3.436308864,10.61604678,0
-25300.79365,116.8166204,17.13363058,-9.850126638,34.22899895,-22.05071956,0
-31003.8332,264.3490573,-17.04384521,-6.480032508,5.00307435,17.80250086,0
-28521.9634,113.9833247,-3.400788655,-6.745112755,-2.530544618,6.862136669,0
-11580.76952,-438.6453618,43.30889283,-10.96108828,15.04536218,-22.38922072,0
-34130.52926,539.5971712,-53.98036579,19.1931086,1.727580055,5.061790695,0
28699.68218,-761.6894659,52.29039158,12.64054627,-21.56383986,96.63472741,0
-28234.83937,248.1295572,-9.73476069,4.843929695,8.437456069,2.701212702,0
-14531.43989,-179.4414321,24.43927154,-3.990942495,15.58641557,-9.945980948,0
-34058.22703,514.7474726,-47.80051109,9.328848239,3.296690296,-0.99860171,0
-31917.90814,371.5080907,-20.91704274,11.82708145,-3.501973998,3.483109868,0
-33827.60744,476.0045746,-39.25644729,12.00852204,-7.165284303,1.311017103,0
-33742.24573,475.0068362,-39.0823314,12.50347924,-4.02692381,3.824595848,0
116969.5754,-1152.228384,134.6732798,49.72200177,-9.133498829,-7.496449505,0
-22889.75342,-32.43989255,16.23446968,10.12821613,-22.75717638,8.696284493,0
-33659.47102,430.8070236,-36.10777681,-8.386306116,2.362943034,-2.983578412,0
-27933.61015,133.7328355,-17.30232466,-5.620036663,-0.884365057,12.05671433,0
-32210.99666,277.0435385,-26.85150774,-14.37818209,-10.01433492,19.39274888,0
-33462.85069,467.6041368,-41.03904342,10.92170237,1.810279056,9.546271077,0
-33116.99448,389.8728963,-27.73749078,-6.54866446,8.736813819,-16.5794829,0
218746.3424,-616.7730918,126.1664542,-0.523192247,36.16852915,84.6680772,0
-33194.63547,409.7112834,-37.29602302,3.441838661,-4.925956351,13.04537834,0
-33948.52048,486.5678333,-45.18086747,5.446173927,-1.420210249,3.740625711,0
-34130.51307,537.5746596,-54.34580367,19.76281747,-0.53229604,7.087590722,0
-33160.18208,321.6749946,-30.05901983,-21.33523943,-17.87816641,8.355663636,0
-34099.3364,523.1137234,-47.75688812,9.298697278,4.19057852,-3.625932736,0
-32167.21742,332.8268621,-17.22527245,-3.748460306,13.49038365,-14.49361218,0
-22391.72677,6.147041973,27.37973693,-0.824120708,26.73130297,-37.60979147,0
103860.784,-1534.206137,130.0956153,54.16358306,-18.38473647,-24.21886687,0
-19210.97151,-230.637479,20.19659101,-13.56555818,-0.123147296,14.44104563,0
-3749.899029,-626.5304969,66.04867115,-16.64975448,33.85882854,-30.24123275,0
-33660.33502,457.5310048,-40.60557429,4.764130381,1.644963519,5.299324119,0
-31464.03487,239.4562882,-26.27448513,-12.00409568,-4.816248725,12.83852415,0
-30371.77795,291.2908891,-8.295267669,4.992488557,8.98320072,-9.206344976,0
-17748.80232,-477.8130328,50.50520753,-19.14576652,0.710835812,-42.52353481,1
-31665.07284,219.8512731,-13.78605659,-17.74113158,-1.278157001,-15.37218074,0
-34107.17838,527.172606,-47.22650565,16.24743621,-2.455579237,1.44610743,0
-34091.01096,518.8908023,-49.33404312,10.30819183,-1.69359997,3.716124188,0
-30759.85214,322.3780574,-15.39405209,14.46812863,-9.573581312,3.855539575,0
-34020.45029,501.9884146,-48.2464616,8.18018004,-2.859127223,5.731459009,0
-33862.76131,429.3386875,-36.98853164,-15.87740267,-14.99943679,-0.612602615,0
-22487.57759,-45.40651287,11.53171721,-1.706995905,3.921909936,-0.846214715,0
-30911.69694,231.3042697,-17.78811141,-9.041170215,5.741964729,1.445743534,0
20476.9023,-872.359288,74.29147949,10.30875547,4.161838564,1.522815333,0
-34130.51307,537.5746596,-54.34580367,19.76281747,-0.53229604,7.087590722,0
-33145.45528,407.8424073,-28.07946838,6.942648242,-3.242025597,-4.672157579,0
-16769.37819,-344.9643064,78.79486002,-3.849388178,25.44753178,-72.54798993,0
-33889.39732,439.8209802,-30.13278943,-25.65785666,12.9003436,-30.93759663,0
-31770.27246,346.2297687,-26.20519288,1.143275499,-3.697566925,25.50745958,0
-1786.925604,-306.5711222,96.09670874,-11.30275534,71.56622901,-50.15557475,1
-34091.01103,518.9170869,-49.66028785,10.51254792,-2.317219973,4.267251632,0
-20868.57818,-277.8352247,36.67327897,-29.35514476,29.92301807,-41.7096354,1
-32819.10646,408.6842038,-28.36444152,15.30420928,-11.88922575,1.914188253,0
-17632.74631,-165.9542261,38.81527282,-9.576834088,34.62714575,-31.37606316,0
-34091.01063,518.7873647,-48.50584329,9.927402423,-0.11767972,2.772436538,0
-29921.00179,132.8326507,11.63800024,-23.38874072,28.13568579,-45.41882356,0
-32993.33034,459.5058451,-30.91163007,18.60644093,-3.390125562,3.258615276,0
-30523.12085,250.2278265,-10.94501273,0.165678314,4.433752735,-5.830757327,0
-5535.53844,-962.2897556,26.87313896,-49.03122904,5.006595332,30.55813607,0
25558.6841,-478.7328353,61.2271131,14.69530322,2.004864045,14.79230832,0
-4324.921927,-505.1599571,67.7585472,28.02875218,-33.56449507,-21.66519449,0
119494.6335,-2645.636231,121.6910239,6.516665443,50.17083855,-47.39395563,1
105457.5412,-1110.515247,209.0849855,103.2382182,-99.22098592,-18.2137326,0
-32956.39586,349.907364,-27.36960326,-5.774180238,-8.639344234,5.447997599,0
-34020.45029,501.9884146,-48.2464616,8.18018004,-2.859127223,5.731459009,0
-26245.98219,158.9329281,5.619522352,15.7220512,-12.43496518,-3.114809034,0
-34118.44518,530.9656823,-50.83329068,14.51185188,-0.054501557,3.815646953,0
-34130.52966,539.7270293,-55.13991337,19.77799654,-0.475624451,6.545861554,0
-34099.29336,517.299021,-46.40059069,6.320358682,-0.598354416,-0.142375574,0
-33700.78687,442.5829077,-26.82412695,-2.489168354,8.658155222,-16.00285658,0
-23797.4609,-129.6984869,30.61682439,-12.13565893,17.84074414,-39.33639179,0
-31242.39634,149.0061588,-13.53171986,-21.55117353,-14.74044886,-1.990058164,0
-1897.890989,-256.2164591,37.78199112,-0.6229346,18.92386719,-3.971845001,0
-30402.44661,248.9555016,-13.07494629,11.22060758,-17.2730424,0.77888268,0
